Session,SessionID,Round,ID,Decision (1=vol.),Number Volunteers,Earnings,Cumulative Earnings,Age,Gender,Race,Country,Marital Status,Employment Status,Student Status,Year in School,No Major,Arts Humanities,Business,Economics,Politics,Sociology,Social Science,Law,Medical,Science,Other,Number Siblings,Hosehold Size,Budget Responsibility,Income,Vote,Occupation,Other Id:
vg032405,6,11,12,0,0,0.2,8.2,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID4, ID8"
vg032405,6,12,1,0,0,0.2,8.4,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID4, ID7"
vg032405,6,12,2,0,1,1,10,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID8, ID5"
vg032405,6,12,3,1,2,0.8,8.4,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID6, ID12"
vg032405,6,12,4,0,0,0.2,8.2,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID1, ID7"
vg032405,6,12,5,0,1,1,9.6,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID8, ID2"
vg032405,6,12,6,1,2,0.8,9,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID3, ID12"
vg032405,6,12,7,0,0,0.2,9,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID4, ID1"
vg032405,6,12,8,1,1,0.8,9.8,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID5, ID2"
vg032405,6,12,9,0,1,1,10.6,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID11, ID10"
vg032405,6,12,10,0,1,1,8.8,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID9, ID11"
vg032405,6,12,11,1,1,0.8,8.4,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID9, ID10"
vg032405,6,12,12,0,2,1,9.2,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID6, ID3"
vg032405,6,13,1,1,2,0.8,9.2,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID11, ID8"
vg032405,6,13,2,1,1,0.8,10.8,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID9, ID5"
vg032405,6,13,3,0,1,1,9.4,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID6, ID10"
vg032405,6,13,4,1,1,0.8,9,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID12, ID7"
vg032405,6,13,5,0,1,1,10.6,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID9, ID2"
vg032405,6,13,6,1,1,0.8,9.8,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID3, ID10"
vg032405,6,13,7,0,1,1,10,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID12, ID4"
vg032405,6,13,8,0,2,1,10.8,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID1, ID11"
vg032405,6,13,9,0,1,1,11.6,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID2, ID5"
vg032405,6,13,10,0,1,1,9.8,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID3, ID6"
vg032405,6,13,11,1,2,0.8,9.2,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID1, ID8"
vg032405,6,13,12,0,1,1,10.2,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID7, ID4"
vg032405,6,14,1,1,3,0.8,10,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID3, ID11"
vg032405,6,14,2,0,0,0.2,11,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID7, ID6"
vg032405,6,14,3,1,3,0.8,10.2,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID1, ID11"
vg032405,6,14,4,1,2,0.8,9.8,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID9, ID5"
vg032405,6,14,5,1,2,0.8,11.4,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID9, ID4"
vg032405,6,14,6,0,0,0.2,10,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID7, ID2"
vg032405,6,14,7,0,0,0.2,10.2,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID2, ID6"
vg032405,6,14,8,1,1,0.8,11.6,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID10, ID12"
vg032405,6,14,9,0,2,1,12.6,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID4, ID5"
vg032405,6,14,10,0,1,1,10.8,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID8, ID12"
vg032405,6,14,11,1,3,0.8,10,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID1, ID3"
vg032405,6,14,12,0,1,1,11.2,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID10, ID8"
vg032405,6,15,1,1,1,0.8,10.8,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID10, ID11"
vg032405,6,15,2,0,1,1,12,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID4, ID9"
vg032405,6,15,3,1,1,0.8,11,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID5, ID8"
vg032405,6,15,4,1,1,0.8,10.6,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID2, ID9"
vg032405,6,15,5,0,1,1,12.4,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID3, ID8"
vg032405,6,15,6,0,1,1,11,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID12, ID7"
vg032405,6,15,7,1,1,0.8,11,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID12, ID6"
vg032405,6,15,8,0,1,1,12.6,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID5, ID3"
vg032405,6,15,9,0,1,1,13.6,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID2, ID4"
vg032405,6,15,10,0,1,1,11.8,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID1, ID11"
vg032405,6,15,11,0,1,1,11,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID1, ID10"
vg032405,6,15,12,0,1,1,12.2,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID6, ID7"
vg032405,6,16,1,1,1,0.8,11.6,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID5, ID10"
vg032405,6,16,2,1,3,0.8,12.8,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID12, ID4"
vg032405,6,16,3,0,1,1,12,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID6, ID7"
vg032405,6,16,4,1,3,0.8,11.4,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID12, ID2"
vg032405,6,16,5,0,1,1,13.4,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID1, ID10"
vg032405,6,16,6,1,1,0.8,11.8,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID3, ID7"
vg032405,6,16,7,0,1,1,12,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID6, ID3"
vg032405,6,16,8,0,0,0.2,12.8,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID9, ID11"
vg032405,6,16,9,0,0,0.2,13.8,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID8, ID11"
vg032405,6,16,10,0,1,1,12.8,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID5, ID1"
vg032405,6,16,11,0,0,0.2,11.2,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID9, ID8"
vg032405,6,16,12,1,3,0.8,13,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID4, ID2"
vg032405,6,17,1,1,2,0.8,12.4,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID7, ID6"
vg032405,6,17,2,1,2,0.8,13.6,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID8, ID10"
vg032405,6,17,3,1,2,0.8,12.8,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID4, ID9"
vg032405,6,17,4,1,2,0.8,12.2,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID9, ID3"
vg032405,6,17,5,0,1,1,14.4,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID11, ID12"
vg032405,6,17,6,1,2,0.8,12.6,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID7, ID1"
vg032405,6,17,7,0,2,1,13,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID6, ID1"
vg032405,6,17,8,1,2,0.8,13.6,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID2, ID10"
vg032405,6,17,9,0,2,1,14.8,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID4, ID3"
vg032405,6,17,10,0,2,1,13.8,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID8, ID2"
vg032405,6,17,11,0,1,1,12.2,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID12, ID5"
vg032405,6,17,12,1,1,0.8,13.8,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID11, ID5"
vg032405,6,18,1,0,0,0.2,12.6,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID10, ID8"
vg032405,6,18,2,0,1,1,14.6,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID6, ID3"
vg032405,6,18,3,0,1,1,13.8,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID6, ID2"
vg032405,6,18,4,1,3,0.8,13,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID9, ID7"
vg032405,6,18,5,1,2,0.8,15.2,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID12, ID11"
vg032405,6,18,6,1,1,0.8,13.4,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID2, ID3"
vg032405,6,18,7,1,3,0.8,13.8,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID9, ID4"
vg032405,6,18,8,0,0,0.2,13.8,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID10, ID1"
vg032405,6,18,9,1,3,0.8,15.6,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID7, ID4"
vg032405,6,18,10,0,0,0.2,14,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID1, ID8"
vg032405,6,18,11,1,2,0.8,13,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID12, ID5"
vg032405,6,18,12,0,2,1,14.8,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID11, ID5"
vg032405,6,19,1,1,1,0.8,13.4,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID4, ID12"
vg032405,6,19,2,0,0,0.2,14.8,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID11, ID8"
vg032405,6,19,3,1,2,0.8,14.6,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID6, ID5"
vg032405,6,19,4,0,1,1,14,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID1, ID12"
vg032405,6,19,5,0,2,1,16.2,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID6, ID3"
vg032405,6,19,6,1,2,0.8,14.2,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID5, ID3"
vg032405,6,19,7,0,0,0.2,14,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID9, ID10"
vg032405,6,19,8,0,0,0.2,14,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID11, ID2"
vg032405,6,19,9,0,0,0.2,15.8,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID7, ID10"
vg032405,6,19,10,0,0,0.2,14.2,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID7, ID9"
vg032405,6,19,11,0,0,0.2,13.2,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID8, ID2"
vg032405,6,19,12,0,1,1,15.8,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID4, ID1"
vg032405,6,20,1,0,0,0.2,13.6,20,2,1,7,1,3,1,13,0,1,0,0,0,0,0,0,0,0,0,1,1,1,4,2,1,"ID9, ID10"
vg032405,6,20,2,0,0,0.2,15,20,2,1,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,4,4,7,1,1,"ID5, ID7"
vg032405,6,20,3,0,2,1,15.6,20,1,6,1,1,2,1,15,0,0,0,0,0,1,0,0,0,0,0,2,1,5,1,1,10,"ID8, ID4"
vg032405,6,20,4,1,2,0.8,14.8,20,1,1,2,1,2,1,13,0,0,1,1,0,0,0,0,0,0,0,0,1,1,5,2,4,"ID3, ID8"
vg032405,6,20,5,0,0,0.2,16.4,21,1,1,3,1,3,1,15,0,0,0,0,0,0,0,0,0,1,0,1,3,4,4,2,1,"ID7, ID2"
vg032405,6,20,6,1,1,0.8,15,19,1,6,1,1,2,1,14,0,0,0,1,1,0,0,0,0,0,0,1,3,4,8,1,1,"ID12, ID11"
vg032405,6,20,7,0,0,0.2,14.2,19,2,1,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,0,0,3,4,13,2,1,"ID5, ID2"
vg032405,6,20,8,1,2,0.8,14.8,19,1,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,0,3,4,10,1,13,"ID3, ID4"
vg032405,6,20,9,0,0,0.2,16,19,2,6,1,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,2,4,4,14,1,1,"ID1, ID10"
vg032405,6,20,10,0,0,0.2,14.4,20,2,6,1,1,2,1,14,0,1,0,0,0,0,0,0,0,0,0,1,3,4,9,1,3,"ID1, ID9"
vg032405,6,20,11,0,1,1,14.2,19,1,6,1,1,3,1,14,0,0,0,1,0,0,0,0,0,0,1,1,4,4,8,1,1,"ID6, ID12"
vg032405,6,20,12,0,1,1,16.8,20,2,6,5,1,3,1,14,0,1,0,1,0,0,0,0,0,0,0,0,3,4,5,2,1,"ID6, ID11"
vg032105,7,1,1,0,2,1,1,18,2,6,1,1,3,1,13,0,1,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID5, ID6, ID4:, ID3:, ID10:"
vg032105,7,1,2,0,2,1,1,18,2,6,1,1,3,1,13,0,0,0,1,1,0,0,0,0,0,0,1,1,4,12,2,1,"ID9, ID7, ID11:, ID8:, ID12:"
vg032105,7,1,3,1,2,0.8,0.8,18,2,6,1,1,2,1,13,0,0,0,1,0,0,0,0,0,0,0,2,4,4,11,1,13,"ID5, ID1, ID6:, ID4:, ID10:"
vg032105,7,1,4,0,2,1,1,19,2,1,3,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,1,1,4,14,2,1,"ID5, ID1, ID6:, ID3:, ID10:"
vg032105,7,1,5,1,2,0.8,0.8,20,1,6,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,3,4,4,6,1,13,"ID1, ID6, ID4:, ID3:, ID10:"
vg032105,7,1,6,0,2,1,1,19,2,6,1,1,2,1,12,1,0,0,0,0,0,0,0,0,0,0,3,4,4,16,1,3,"ID5, ID1, ID4:, ID3:, ID10:"
vg032105,7,1,7,1,2,0.8,0.8,19,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,"ID9, ID11, ID8:, ID12:, ID2:"
vg032105,7,1,8,0,2,1,1,20,2,6,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,1,3,4,10,1,1,"ID9, ID7, ID11:, ID12:, ID2:"
vg032105,7,1,9,0,2,1,1,18,2,2,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,10,1,13,"ID7, ID11, ID8:, ID12:, ID2:"
vg032105,7,1,10,0,2,1,1,21,2,1,1,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,1,4,8,1,12,"ID5, ID1, ID6:, ID4:, ID3:"
vg032105,7,1,11,1,2,0.8,0.8,18,2,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,3,4,4,11,1,1,"ID9, ID7, ID8:, ID12:, ID2:"
vg032105,7,1,12,0,2,1,1,20,2,2,1,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,0,2,4,10,2,1,"ID9, ID7, ID11:, ID8:, ID2:"
vg032105,7,2,1,1,2,0.8,1.8,18,2,6,1,1,3,1,13,0,1,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID6, ID2, ID12:, ID8:, ID4:"
vg032105,7,2,2,0,2,1,2,18,2,6,1,1,3,1,13,0,0,0,1,1,0,0,0,0,0,0,1,1,4,12,2,1,"ID6, ID1, ID12:, ID8:, ID4:"
vg032105,7,2,3,1,3,0.8,1.6,18,2,6,1,1,2,1,13,0,0,0,1,0,0,0,0,0,0,0,2,4,4,11,1,13,"ID10, ID11, ID5:, ID9:, ID7:"
vg032105,7,2,4,0,2,1,2,19,2,1,3,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,1,1,4,14,2,1,"ID6, ID2, ID1:, ID12:, ID8:"
vg032105,7,2,5,1,3,0.8,1.6,20,1,6,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,3,4,4,6,1,13,"ID10, ID3, ID11:, ID9:, ID7:"
vg032105,7,2,6,1,2,0.8,1.8,19,2,6,1,1,2,1,12,1,0,0,0,0,0,0,0,0,0,0,3,4,4,16,1,3,"ID2, ID1, ID12:, ID8:, ID4:"
vg032105,7,2,7,0,3,1,1.8,19,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,"ID10, ID3, ID11:, ID5:, ID9:"
vg032105,7,2,8,0,2,1,2,20,2,6,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,1,3,4,10,1,1,"ID6, ID2, ID1:, ID12:, ID4:"
vg032105,7,2,9,0,3,1,2,18,2,2,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,10,1,13,"ID10, ID3, ID11:, ID5:, ID7:"
vg032105,7,2,10,0,3,1,2,21,2,1,1,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,1,4,8,1,12,"ID3, ID11, ID5:, ID9:, ID7:"
vg032105,7,2,11,1,3,0.8,1.6,18,2,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,3,4,4,11,1,1,"ID10, ID3, ID5:, ID9:, ID7:"
vg032105,7,2,12,0,2,1,2,20,2,2,1,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,0,2,4,10,2,1,"ID6, ID2, ID1:, ID8:, ID4:"
vg032105,7,3,1,1,1,0.8,2.6,18,2,6,1,1,3,1,13,0,1,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID11, ID2, ID3:, ID10:, ID12:"
vg032105,7,3,2,0,1,1,3,18,2,6,1,1,3,1,13,0,0,0,1,1,0,0,0,0,0,0,1,1,4,12,2,1,"ID11, ID1, ID3:, ID10:, ID12:"
vg032105,7,3,3,0,1,1,2.6,18,2,6,1,1,2,1,13,0,0,0,1,0,0,0,0,0,0,0,2,4,4,11,1,13,"ID11, ID2, ID1:, ID10:, ID12:"
vg032105,7,3,4,0,2,1,3,19,2,1,3,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,1,1,4,14,2,1,"ID6, ID8, ID7:, ID5:, ID9:"
vg032105,7,3,5,1,2,0.8,2.4,20,1,6,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,3,4,4,6,1,13,"ID6, ID8, ID7:, ID4:, ID9:"
vg032105,7,3,6,0,2,1,2.8,19,2,6,1,1,2,1,12,1,0,0,0,0,0,0,0,0,0,0,3,4,4,16,1,3,"ID8, ID7, ID4:, ID5:, ID9:"
vg032105,7,3,7,1,2,0.8,2.6,19,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,"ID6, ID8, ID4:, ID5:, ID9:"
vg032105,7,3,8,0,2,1,3,20,2,6,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,1,3,4,10,1,1,"ID6, ID7, ID4:, ID5:, ID9:"
vg032105,7,3,9,0,2,1,3,18,2,2,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,10,1,13,"ID6, ID8, ID7:, ID4:, ID5:"
vg032105,7,3,10,0,1,1,3,21,2,1,1,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,1,4,8,1,12,"ID11, ID2, ID1:, ID3:, ID12:"
vg032105,7,3,11,0,1,1,2.6,18,2,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,3,4,4,11,1,1,"ID2, ID1, ID3:, ID10:, ID12:"
vg032105,7,3,12,0,1,1,3,20,2,2,1,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,0,2,4,10,2,1,"ID11, ID2, ID1:, ID3:, ID10:"
vg032105,7,4,1,0,0,0.2,2.8,18,2,6,1,1,3,1,13,0,1,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID3, ID7, ID12:, ID10:, ID9:"
vg032105,7,4,2,0,2,1,4,18,2,6,1,1,3,1,13,0,0,0,1,1,0,0,0,0,0,0,1,1,4,12,2,1,"ID6, ID11, ID5:, ID4:, ID8:"
vg032105,7,4,3,0,0,0.2,2.8,18,2,6,1,1,2,1,13,0,0,0,1,0,0,0,0,0,0,0,2,4,4,11,1,13,"ID7, ID1, ID12:, ID10:, ID9:"
vg032105,7,4,4,0,2,1,4,19,2,1,3,1,3,1,14,0,0,1,0,0,0,0,0,0,0,0,1,1,4,14,2,1,"ID6, ID11, ID2:, ID5:, ID8:"
vg032105,7,4,5,1,2,0.8,3.2,20,1,6,1,1,3,1,13,0,0,0,0,0,0,1,0,0,0,0,3,4,4,6,1,13,"ID6, ID11, ID2:, ID4:, ID8:"
vg032105,7,4,6,0,2,1,3.8,19,2,6,1,1,2,1,12,1,0,0,0,0,0,0,0,0,0,0,3,4,4,16,1,3,"ID11, ID2, ID5:, ID4:, ID8:"
vg032105,7,4,7,0,0,0.2,2.8,19,1,6,1,1,3,1,13,1,0,0,0,0,0,0,0,0,0,0,2,4,4,16,1,1,"ID3, ID1, ID12:, ID10:, ID9:"
vg032105,7,4,8,0,2,1,4,20,2,6,1,1,3,1,14,0,0,0,0,0,0,0,0,0,1,0,1,3,4,10,1,1,"ID6, ID11, ID2:, ID5:, ID4:"
vg032105,7,4,9,0,0,0.2,3.2,18,2,2,1,1,2,1,13,1,0,0,0,0,0,0,0,0,0,0,1,3,4,10,1,13,"ID3, ID7, ID1:, ID12:, ID10:"
vg032105,7,4,10,0,0,0.2,3.2,21,2,1,1,1,2,1,15,0,0,0,1,0,0,0,0,0,0,0,1,1,4,8,1,12,"ID3, ID7, ID1:, ID12:, ID9:"
vg032105,7,4,11,1,2,0.8,3.4,18,2,6,1,1,3,1,13,0,0,0,1,0,0,0,0,0,0,0,3,4,4,11,1,1,"ID6, ID2, ID5:, ID4:, ID8:"
vg032105,7,4,12,0,0,0.2,3.2,20,2,2,1,1,3,1,15,0,1,0,0,0,0,0,0,0,0,0,0,2,4,10,2,1,"ID3, ID7, ID1:, ID10:, ID9:"
vg032105,7,5,1,0,1,1,3.8,18,2,6,1,1,3,1,13,0,1,0,1,0,0,0,0,0,0,0,1,4,4,11,1,1,"ID7, ID6, ID2:, ID12:, ID11:"
vg032105,7,5,2,0,1,1,5,18,2,6,1,1,3,1,13,0,0,0,1,1,0,0,0,0,0,0,1,1,4,12,2,1,"ID7, ID6, ID12:, ID11:, ID1:"
vg032105,7,5,3,1,1,0.8,3.6,18,2,6,1,1,2,1,13,0,0,0,1,0,0,0,0,0,0,0,2,4,4,11,1,13,"ID4, ID9, ID10:, ID5:, ID8:"
